Data;Número;Histórico;Débito;Crédito
30/09/2019;972;COMPRA DE MERCADORIA CONF. NF.  868968 FOR. FRANCISCO DE SOUSA PIRES ;;3.529,48
30/09/2019;972;COMPRA DE MERCADORIA CONF. NF.  868968 FOR. FRANCISCO DE SOUSA PIRES ;;615,34
07/12/2018;974;COMPRA DE MERCADORIA CONF. NF.  32456 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;6.900,00
31/01/2019;974;COMPRA DE MERCADORIA CONF. NF.  33204 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;10.500,00
31/01/2019;974;COMPRA DE MERCADORIA CONF. NF.  33207 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;10.655,00
30/04/2019;974;COMPRA DE MERCADORIA CONF. NF.  34446 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;18.600,00
30/04/2019;974;COMPRA DE MERCADORIA CONF. NF.  34450 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;15.100,00
30/04/2019;974;COMPRA DE MERCADORIA CONF. NF.  34452 FOR. FRANCISCA FLAVIA DA SILVA  ME ;;16.610,00
03/10/2018;975;COMPRA DE MERCADORIA CONF. NF.  7392 FOR. FERNANDES FREITAS  MONTEIRO ;;2.560,00
10/10/2018;975;COMPRA DE MERCADORIA CONF. NF.  7495 FOR. FERNANDES FREITAS  MONTEIRO ;;1.300,00
17/10/2018;975;COMPRA DE MERCADORIA CONF. NF.  7537 FOR. FERNANDES FREITAS  MONTEIRO ;;4.950,00
06/11/2018;975;COMPRA DE MERCADORIA CONF. NF.  7678 FOR. FERNANDES FREITAS  MONTEIRO ;;5.600,00
22/11/2018;975;COMPRA DE MERCADORIA CONF. NF.  7777 FOR. FERNANDES FREITAS  MONTEIRO ;;3.100,00
05/12/2018;975;COMPRA DE MERCADORIA CONF. NF.  7878 FOR. FERNANDES FREITAS  MONTEIRO ;;1.300,00
12/12/2018;975;COMPRA DE MERCADORIA CONF. NF.  7930 FOR. FERNANDES FREITAS  MONTEIRO ;;3.100,00
27/12/2018;975;COMPRA DE MERCADORIA CONF. NF.  8031 FOR. FERNANDES FREITAS  MONTEIRO ;;3.450,00
10/01/2019;975;COMPRA DE MERCADORIA CONF. NF.  8128 FOR. FERNANDES FREITAS  MONTEIRO ;;3.450,00
23/01/2019;975;COMPRA DE MERCADORIA CONF. NF.  8226 FOR. FERNANDES FREITAS  MONTEIRO ;;3.450,00
30/01/2019;975;COMPRA DE MERCADORIA CONF. NF.  8270 FOR. FERNANDES FREITAS  MONTEIRO ;;3.450,00
07/02/2019;975;COMPRA DE MERCADORIA CONF. NF.  8327 FOR. FERNANDES FREITAS  MONTEIRO ;;1.650,00
27/02/2019;975;COMPRA DE MERCADORIA CONF. NF.  8468 FOR. FERNANDES FREITAS  MONTEIRO ;;3.450,00
14/03/2019;975;COMPRA DE MERCADORIA CONF. NF.  8570 FOR. FERNANDES FREITAS  MONTEIRO ;;2.800,00
27/03/2019;975;COMPRA DE MERCADORIA CONF. NF.  8669 FOR. FERNANDES FREITAS  MONTEIRO ;;3.000,00
10/04/2019;975;COMPRA DE MERCADORIA CONF. NF.  8782 FOR. FERNANDES FREITAS  MONTEIRO ;;5.050,00
17/04/2019;975;COMPRA DE MERCADORIA CONF. NF.  8832 FOR. FERNANDES FREITAS  MONTEIRO ;;2.700,00
25/04/2019;975;COMPRA DE MERCADORIA CONF. NF.  8871 FOR. FERNANDES FREITAS  MONTEIRO ;;2.350,00
30/04/2019;975;COMPRA DE MERCADORIA CONF. NF.  8927 FOR. FERNANDES FREITAS  MONTEIRO ;;2.700,00
17/05/2019;975;COMPRA DE MERCADORIA CONF. NF.  9052 FOR. FERNANDES FREITAS  MONTEIRO ;;2.350,00
05/06/2019;975;COMPRA DE MERCADORIA CONF. NF.  9237 FOR. FERNANDES FREITAS  MONTEIRO ;;2.700,00
20/06/2019;975;COMPRA DE MERCADORIA CONF. NF.  9348 FOR. FERNANDES FREITAS  MONTEIRO ;;2.700,00
03/07/2019;975;COMPRA DE MERCADORIA CONF. NF.  9469 FOR. FERNANDES FREITAS  MONTEIRO ;;2.700,00
17/07/2019;975;COMPRA DE MERCADORIA CONF. NF.  9616 FOR. FERNANDES FREITAS  MONTEIRO ;;1.860,00
25/07/2019;975;COMPRA DE MERCADORIA CONF. NF.  9662 FOR. FERNANDES FREITAS  MONTEIRO ;;2.820,00
10/08/2019;975;COMPRA DE MERCADORIA CONF. NF.  9871 FOR. FERNANDES FREITAS  MONTEIRO ;;350,00
14/08/2019;975;COMPRA DE MERCADORIA CONF. NF.  9900 FOR. FERNANDES FREITAS  MONTEIRO ;;3.600,00
04/09/2019;975;COMPRA DE MERCADORIA CONF. NF.  10107 FOR. FERNANDES FREITAS  MONTEIRO ;;3.600,00
18/09/2019;975;COMPRA DE MERCADORIA CONF. NF.  10228 FOR. FERNANDES FREITAS  MONTEIRO ;;2.900,00
16/10/2018;976;COMPRA DE MERCADORIA CONF. NF.  38945 FOR. EMBARE IND. ALIM. SA ;;51,31
16/10/2018;976;COMPRA DE MERCADORIA CONF. NF.  38945 FOR. EMBARE IND. ALIM. SA ;;410,01
18/10/2018;976;COMPRA DE MERCADORIA CONF. NF.  39169 FOR. EMBARE IND. ALIM. SA ;;518,36
31/10/2018;976;COMPRA DE MERCADORIA CONF. NF.  39999 FOR. EMBARE IND. ALIM. SA ;;1.412,91
09/11/2018;976;COMPRA DE MERCADORIA CONF. NF.  40853 FOR. EMBARE IND. ALIM. SA ;;245,59
14/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  43677 FOR. EMBARE IND. ALIM. SA ;;813,37
14/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  43677 FOR. EMBARE IND. ALIM. SA ;;204,40
21/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  44078 FOR. EMBARE IND. ALIM. SA ;;218,35
21/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  44078 FOR. EMBARE IND. ALIM. SA ;;408,80
28/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  44533 FOR. EMBARE IND. ALIM. SA ;;996,47
28/12/2018;976;COMPRA DE MERCADORIA CONF. NF.  44533 FOR. EMBARE IND. ALIM. SA ;;1.467,40
25/01/2019;976;COMPRA DE MERCADORIA CONF. NF.  46610 FOR. EMBARE IND. ALIM. SA ;;503,90
25/01/2019;976;COMPRA DE MERCADORIA CONF. NF.  46610 FOR. EMBARE IND. ALIM. SA ;;2.449,20
28/01/2019;976;COMPRA DE MERCADORIA CONF. NF.  46916 FOR. EMBARE IND. ALIM. SA ;;5.039,00
22/02/2019;976;COMPRA DE MERCADORIA CONF. NF.  48656 FOR. EMBARE IND. ALIM. SA ;;644,90
28/02/2019;976;COMPRA DE MERCADORIA CONF. NF.  49170 FOR. EMBARE IND. ALIM. SA ;;424,00
19/03/2019;976;COMPRA DE MERCADORIA CONF. NF.  51038 FOR. EMBARE IND. ALIM. SA ;;373,15
05/04/2019;976;COMPRA DE MERCADORIA CONF. NF.  52689 FOR. EMBARE IND. ALIM. SA ;;74,16
05/04/2019;976;COMPRA DE MERCADORIA CONF. NF.  52689 FOR. EMBARE IND. ALIM. SA ;;197,34
12/04/2019;976;COMPRA DE MERCADORIA CONF. NF.  53024 FOR. EMBARE IND. ALIM. SA ;;214,48
12/04/2019;976;COMPRA DE MERCADORIA CONF. NF.  53024 FOR. EMBARE IND. ALIM. SA ;;789,44
26/04/2019;976;COMPRA DE MERCADORIA CONF. NF.  53812 FOR. EMBARE IND. ALIM. SA ;;164,42
03/05/2019;976;COMPRA DE MERCADORIA CONF. NF.  54509 FOR. EMBARE IND. ALIM. SA ;;185,40
11/05/2019;976;COMPRA DE MERCADORIA CONF. NF.  55156 FOR. EMBARE IND. ALIM. SA ;;519,12
16/05/2019;976;COMPRA DE MERCADORIA CONF. NF.  55394 FOR. EMBARE IND. ALIM. SA ;;2.168,80
31/05/2019;976;COMPRA DE MERCADORIA CONF. NF.  56553 FOR. EMBARE IND. ALIM. SA ;;197,54
08/06/2019;976;COMPRA DE MERCADORIA CONF. NF.  57353 FOR. EMBARE IND. ALIM. SA ;;519,12
22/06/2019;976;COMPRA DE MERCADORIA CONF. NF.  58108 FOR. EMBARE IND. ALIM. SA ;;309,60
29/06/2019;976;COMPRA DE MERCADORIA CONF. NF.  58632 FOR. EMBARE IND. ALIM. SA ;;552,80
29/06/2019;976;COMPRA DE MERCADORIA CONF. NF.  58632 FOR. EMBARE IND. ALIM. SA ;;124,16
12/07/2019;976;COMPRA DE MERCADORIA CONF. NF.  59962 FOR. EMBARE IND. ALIM. SA ;;369,62
12/07/2019;976;COMPRA DE MERCADORIA CONF. NF.  59962 FOR. EMBARE IND. ALIM. SA ;;394,68
19/07/2019;976;COMPRA DE MERCADORIA CONF. NF.  60292 FOR. EMBARE IND. ALIM. SA ;;1.841,80
26/07/2019;976;COMPRA DE MERCADORIA CONF. NF.  61117 FOR. EMBARE IND. ALIM. SA ;;421,40
31/07/2019;976;COMPRA DE MERCADORIA CONF. NF.  62056 FOR. EMBARE IND. ALIM. SA ;;222,48
09/08/2019;976;COMPRA DE MERCADORIA CONF. NF.  62531 FOR. EMBARE IND. ALIM. SA ;;193,89
09/08/2019;976;COMPRA DE MERCADORIA CONF. NF.  62531 FOR. EMBARE IND. ALIM. SA ;;373,44
16/08/2019;976;COMPRA DE MERCADORIA CONF. NF.  62872 FOR. EMBARE IND. ALIM. SA ;;370,80
05/09/2019;976;COMPRA DE MERCADORIA CONF. NF.  64519 FOR. EMBARE IND. ALIM. SA ;;222,48
20/09/2019;976;COMPRA DE MERCADORIA CONF. NF.  65297 FOR. EMBARE IND. ALIM. SA ;;1.393,70
20/09/2019;976;COMPRA DE MERCADORIA CONF. NF.  65297 FOR. EMBARE IND. ALIM. SA ;;394,68
13/10/2018;977;COMPRA DE MERCADORIA CONF. NF.  3694 FOR. EDSON FERREIRA DE ARAUJO ;;1.488,00
06/11/2018;977;COMPRA DE MERCADORIA CONF. NF.  3731 FOR. EDSON FERREIRA DE ARAUJO ;;1.702,00
29/11/2018;977;COMPRA DE MERCADORIA CONF. NF.  3773 FOR. EDSON FERREIRA DE ARAUJO ;;1.380,00
21/12/2018;977;COMPRA DE MERCADORIA CONF. NF.  3833 FOR. EDSON FERREIRA DE ARAUJO ;;782,00
26/12/2018;977;COMPRA DE MERCADORIA CONF. NF.  3843 FOR. EDSON FERREIRA DE ARAUJO ;;920,00
08/01/2019;977;COMPRA DE MERCADORIA CONF. NF.  3880 FOR. EDSON FERREIRA DE ARAUJO ;;1.518,00
05/02/2019;977;COMPRA DE MERCADORIA CONF. NF.  3918 FOR. EDSON FERREIRA DE ARAUJO ;;1.440,00
28/02/2019;977;COMPRA DE MERCADORIA CONF. NF.  3967 FOR. EDSON FERREIRA DE ARAUJO ;;1.395,00
19/03/2019;977;COMPRA DE MERCADORIA CONF. NF.  4003 FOR. EDSON FERREIRA DE ARAUJO ;;900,00
03/04/2019;977;COMPRA DE MERCADORIA CONF. NF.  4025 FOR. EDSON FERREIRA DE ARAUJO ;;2.025,00
04/05/2019;977;COMPRA DE MERCADORIA CONF. NF.  4081 FOR. EDSON FERREIRA DE ARAUJO ;;1.700,00
28/05/2019;977;COMPRA DE MERCADORIA CONF. NF.  4139 FOR. EDSON FERREIRA DE ARAUJO ;;1.500,00
07/06/2019;977;COMPRA DE MERCADORIA CONF. NF.  4156 FOR. EDSON FERREIRA DE ARAUJO ;;675,00
03/07/2019;977;COMPRA DE MERCADORIA CONF. NF.  4201 FOR. EDSON FERREIRA DE ARAUJO ;;1.925,00
27/07/2019;977;COMPRA DE MERCADORIA CONF. NF.  4260 FOR. EDSON FERREIRA DE ARAUJO ;;1.520,00
23/08/2019;977;COMPRA DE MERCADORIA CONF. NF.  4317 FOR. EDSON FERREIRA DE ARAUJO ;;1.475,00
16/09/2019;977;COMPRA DE MERCADORIA CONF. NF.  4372 FOR. EDSON FERREIRA DE ARAUJO ;;1.655,00
05/10/2018;978;COMPRA DE MERCADORIA CONF. NF.  1253491 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;178,56
17/11/2018;978;COMPRA DE MERCADORIA CONF. NF.  1269674  FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA;;489,12
04/12/2018;978;COMPRA DE MERCADORIA CONF. NF.  1276050 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;175,20
04/12/2018;978;COMPRA DE MERCADORIA CONF. NF.  1276451 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1.078,80
12/12/2018;978;COMPRA DE MERCADORIA CONF. NF.  1279042 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;306,97
28/12/2018;978;COMPRA DE MERCADORIA CONF. NF.  1287614 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;163,28
29/01/2019;978;COMPRA DE MERCADORIA CONF. NF.  1298992 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;69,90
08/02/2019;978;COMPRA DE MERCADORIA CONF. NF.  1303816 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;117,97
25/02/2019;978;COMPRA DE MERCADORIA CONF. NF.  1309616 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;120,28
12/03/2019;978;COMPRA DE MERCADORIA CONF. NF.  1315104 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;138,76
16/03/2019;978;COMPRA DE MERCADORIA CONF. NF.  1317320 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;674,49
27/03/2019;978;COMPRA DE MERCADORIA CONF. NF.  1320814 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;378,88
04/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1323680 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;514,01
09/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1326198 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;198,06
10/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1326192 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1.059,39
12/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1328245 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;138,85
12/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1328257 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;301,08
16/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1328420 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;111,88
17/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1330560 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;299,85
26/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1332938 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;206,70
26/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1333225 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;17,08
26/04/2019;978;COMPRA DE MERCADORIA CONF. NF.  1333229 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;440,41
04/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1335863 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;217,84
07/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1336874 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;286,58
11/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1338800 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;189,73
22/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1342536 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;326,93
31/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1346788 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;443,06
31/05/2019;978;COMPRA DE MERCADORIA CONF. NF.  1347059 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;133,29
07/06/2019;978;COMPRA DE MERCADORIA CONF. NF.  1349441 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;235,58
07/06/2019;978;COMPRA DE MERCADORIA CONF. NF.  1349521 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;464,64
14/06/2019;978;COMPRA DE MERCADORIA CONF. NF.  1352231 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;537,77
27/06/2019;978;COMPRA DE MERCADORIA CONF. NF.  1357171 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;613,09
09/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1361444 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;624,09
17/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1364030 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1.713,03
20/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1365603 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;300,79
26/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1368146 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;113,29
27/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1368595 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;104,39
31/07/2019;978;COMPRA DE MERCADORIA CONF. NF.  1370917 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;616,86
02/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1370951 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;204,00
02/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1370952 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1.133,68
07/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1371989 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;315,24
09/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1373883 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;326,35
22/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1377998 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;987,76
30/08/2019;978;COMPRA DE MERCADORIA CONF. NF.  1382283 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;534,17
12/09/2019;978;COMPRA DE MERCADORIA CONF. NF.  1386412 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;629,27
20/09/2019;978;COMPRA DE MERCADORIA CONF. NF.  1390644 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;390,89
23/09/2019;978;COMPRA DE MERCADORIA CONF. NF.  1390947 FOR DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA;;1.414,40
27/09/2019;978;COMPRA DE MERCADORIA CONF. NF.  1393390 FOR. DSG - DISTRIBUIDORA DE  ALIMENTOS LTDA ;;476,60
03/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  404442 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;3.341,10
09/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  405526 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;3.527,80
16/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  406519 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.375,20
24/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407698 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;4.184,48
24/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407698 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;96,00
29/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408604 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;730,46
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407563 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;553,27
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407564 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.403,28
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407574 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;571,35
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407581 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;604,66
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407582 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;793,47
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407587 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;4.181,22
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407597 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;923,78
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  407750 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.668,73
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408101 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;466,03
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408103 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;392,44
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408107 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;8.825,55
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408116 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;422,59
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408145 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;2.377,09
30/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408413 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;397,78
31/10/2018;979;COMPRA DE MERCADORIA CONF. NF.  408763 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.440,90
07/11/2018;979;COMPRA DE MERCADORIA CONF. NF.  409945 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;326,50
14/11/2018;979;COMPRA DE MERCADORIA CONF. NF.  411167 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;5.065,80
22/11/2018;979;COMPRA DE MERCADORIA CONF. NF.  412147 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.189,50
24/11/2018;979;COMPRA DE MERCADORIA CONF. NF.  412976 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.380,00
27/11/2018;979;COMPRA DE MERCADORIA CONF. NF.  413235 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.508,60
05/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  414471 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;905,40
07/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  415282 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;807,30
13/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  415520 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;2.940,80
18/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  416318 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;954,00
19/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  416539 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;393,00
19/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  416539 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.984,80
19/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  416659 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;954,00
26/12/2018;979;COMPRA DE MERCADORIA CONF. NF.  417581 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;619,20
09/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  419548 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;3.543,32
09/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  419548 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;158,40
15/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420589 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;640,80
15/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420716 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.825,20
15/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420731 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.350,00
16/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420723 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;696,00
17/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420739 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.350,00
18/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  420715 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.495,44
18/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421266 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.005,45
19/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421073 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;2.243,40
19/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421084 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;1.200,00
22/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421335 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;602,61
23/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421075 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;289,40
24/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421508 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;2.371,20
25/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421196 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;372,48
25/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421701 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;520,00
25/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421763 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;7.632,00
25/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  422138 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;818,40
26/01/2019;979;COMPRA DE MERCADORIA CONF. NF.  421189 FOR. DSA-DISTRIBUIDORA  SORRISO DE ALIMENTOS LTDA ;;332,13
