Data;Histórico;Débito;Crédito;Histórico separado
25/04/2019;COMPRA DE MERCADORIA CONF. NF.  1332905 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;852.0;1332905
25/04/2019;COMPRA DE MERCADORIA CONF. NF.  1332905 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;696.0;1332905
26/04/2019;COMPRA DE MATERIAL PARA USO OU  CONSUMO CONF. NF. 1332925 FOR. DSG  DISTRIBUIDORA DE ALIMENTOS LTDA ;;155.4;1332925
26/04/2019;COMPRA DE MERCADORIA CONF. NF.  1333323 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;172.98;1333323
26/04/2019;COMPRA DE MERCADORIA CONF. NF.  1333359 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;289.26;1333359
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  1331891 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;94.98;1331891
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  1333697 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;5382.7;1333697
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  1333698 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;948.34;1333698
02/05/2019;COMPRA DE MERCADORIA CONF. NF.  1334132 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;850.0;1334132
02/05/2019;COMPRA DE MERCADORIA CONF. NF.  1335298 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1882.22;1335298
02/05/2019;COMPRA DE MERCADORIA CONF. NF.  1335303 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1173.16;1335303
03/05/2019;COMPRA DE MERCADORIA CONF. NF.  1335521 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;301.0;1335521
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  1336157 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;855.0;1336157
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  1336158 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;3300.0;1336158
07/05/2019;COMPRA DE MERCADORIA CONF. NF.  1336208 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;9458.34;1336208
08/05/2019;COMPRA DE MERCADORIA CONF. NF.  1336872 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;3830.16;1336872
08/05/2019;COMPRA DE MERCADORIA CONF. NF.  1336873 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;6185.35;1336873
10/05/2019;COMPRA DE MERCADORIA CONF. NF.  1337072 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;803.22;1337072
13/05/2019;COMPRA DE MERCADORIA CONF. NF.  1337269 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;73.4;1337269
13/05/2019;COMPRA DE MERCADORIA CONF. NF.  1338793 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;418.68;1338793
13/05/2019;COMPRA DE MERCADORIA CONF. NF.  1339009 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;930.0;1339009
13/05/2019;COMPRA DE MERCADORIA CONF. NF.  1339012 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;352.8;1339012
14/05/2019;COMPRA DE MERCADORIA CONF. NF.  1338446 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1841.3;1338446
15/05/2019;COMPRA DE MERCADORIA CONF. NF.  1339709 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1785.25;1339709
15/05/2019;COMPRA DE MERCADORIA CONF. NF.  1339710 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1876.22;1339710
17/05/2019;COMPRA DE MERCADORIA CONF. NF.  1341146 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1559.89;1341146
17/05/2019;COMPRA DE MERCADORIA CONF. NF.  1341334 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;113.28;1341334
20/05/2019;COMPRA DE MERCADORIA CONF. NF.  1341634 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;262.06;1341634
20/05/2019;COMPRA DE MERCADORIA CONF. NF.  1341641 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2373.34;1341641
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  1342213 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2133.49;1342213
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  1342212 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1668.48;1342212
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  1342351 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;613.8;1342351
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  1342352 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;245.52;1342352
24/05/2019;COMPRA DE MATERIAL PARA USO OU  CONSUMO CONF. NF. 1343713 FOR. DSG  DISTRIBUIDORA DE ALIMENTOS LTDA ;;54.0;1343713
28/05/2019;COMPRA DE MERCADORIA CONF. NF.  1344904 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1183.78;1344904
28/05/2019;COMPRA DE MERCADORIA CONF. NF.  1344909 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2899.41;1344909
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  1345134 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;294.0;1345134
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  1345134 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;696.0;1345134
30/05/2019;COMPRA DE MERCADORIA CONF. NF.  1346601 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;370.08;1346601
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  1346607 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;254.88;1346607
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  1346649 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;20262.18;1346649
04/06/2019;COMPRA DE MERCADORIA CONF. NF.  1347519 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;720.08;1347519
04/06/2019;COMPRA DE MERCADORIA CONF. NF.  1347520 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2788.07;1347520
05/06/2019;COMPRA DE MERCADORIA CONF. NF.  1348043 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;873.6;1348043
06/06/2019;COMPRA DE MERCADORIA CONF. NF.  1349407 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2855.51;1349407
07/06/2019;COMPRA DE MERCADORIA CONF. NF.  1349443 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2000.0;1349443
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  1350134 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;10129.77;1350134
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  1350140 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2961.95;1350140
12/06/2019;COMPRA DE MERCADORIA CONF. NF.  1350718 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;265.2;1350718
12/06/2019;COMPRA DE MERCADORIA CONF. NF.  1351040 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;406.51;1351040
13/06/2019;COMPRA DE MERCADORIA CONF. NF.  1351021 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;568.68;1351021
14/06/2019;COMPRA DE MERCADORIA CONF. NF.  1352090 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1403.01;1352090
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  1352513 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;196.62;1352513
18/06/2019;COMPRA DE MERCADORIA CONF. NF.  1352965 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;345.0;1352965
18/06/2019;COMPRA DE MERCADORIA CONF. NF.  1353187 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1119.12;1353187
18/06/2019;COMPRA DE MERCADORIA CONF. NF.  1353188 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2476.6;1353188
19/06/2019;COMPRA DE MERCADORIA CONF. NF.  1353318 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;1109.28;1353318
20/06/2019;COMPRA DE MERCADORIA CONF. NF.  1353778 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2191.75;1353778
20/06/2019;COMPRA DE MERCADORIA CONF. NF.  1353815 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;346.8;1353815
20/06/2019;COMPRA DE MATERIAL PARA USO OU  CONSUMO CONF. NF. 1353851 FOR. DSG  DISTRIBUIDORA DE ALIMENTOS LTDA ;;386.72;1353851
25/06/2019;COMPRA DE MERCADORIA CONF. NF.  1354122 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;473.33;1354122
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  1355682 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2369.77;1355682
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  1356097 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;3769.53;1356097
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  1356098 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;2928.56;1356098
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  1357146 FOR. DSG DISTRIBUIDORA DE  ALIMENTOS LTDA ;;508.8;1357146
08/01/2019;COMPRA DE MERCADORIA CONF. NF.  8072 FOR. FERNANDES FREITAS  MONTEIRO ;;3470.0;8072
09/01/2019;COMPRA DE MERCADORIA CONF. NF.  8125 FOR. FERNANDES FREITAS  MONTEIRO ;;3120.0;8125
22/01/2019;COMPRA DE MERCADORIA CONF. NF.  8183 FOR. FERNANDES FREITAS  MONTEIRO ;;2882.0;8183
23/01/2019;COMPRA DE MERCADORIA CONF. NF.  8228 FOR. FERNANDES FREITAS  MONTEIRO ;;2712.0;8228
23/01/2019;COMPRA DE MERCADORIA CONF. NF.  8229 FOR. FERNANDES FREITAS  MONTEIRO ;;325.0;8229
31/01/2019;COMPRA DE MERCADORIA CONF. NF.  8271 FOR. FERNANDES FREITAS  MONTEIRO ;;2376.0;8271
31/01/2019;COMPRA DE MERCADORIA CONF. NF.  8272 FOR. FERNANDES FREITAS  MONTEIRO ;;325.0;8272
12/02/2019;COMPRA DE MERCADORIA CONF. NF.  8372 FOR. FERNANDES FREITAS  MONTEIRO ;;1512.0;8372
12/02/2019;COMPRA DE MERCADORIA CONF. NF.  8373 FOR. FERNANDES FREITAS  MONTEIRO ;;2882.0;8373
21/02/2019;COMPRA DE MERCADORIA CONF. NF.  8415 FOR. FERNANDES FREITAS  MONTEIRO ;;2362.0;8415
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  8467 FOR. FERNANDES FREITAS  MONTEIRO ;;3062.0;8467
15/03/2019;COMPRA DE MERCADORIA CONF. NF.  8567 FOR. FERNANDES FREITAS  MONTEIRO ;;2882.0;8567
15/03/2019;COMPRA DE MERCADORIA CONF. NF.  8568 FOR. FERNANDES FREITAS  MONTEIRO ;;325.0;8568
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  8621 FOR. FERNANDES FREITAS  MONTEIRO ;;2820.0;8621
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  8664 FOR. FERNANDES FREITAS  MONTEIRO ;;325.0;8664
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  8665 FOR. FERNANDES FREITAS  MONTEIRO ;;3300.0;8665
04/04/2019;COMPRA DE MERCADORIA CONF. NF.  8720 FOR. FERNANDES FREITAS  MONTEIRO ;;1512.0;8720
10/04/2019;COMPRA DE MERCADORIA CONF. NF.  8784 FOR. FERNANDES FREITAS  MONTEIRO ;;3392.0;8784
17/04/2019;COMPRA DE MERCADORIA CONF. NF.  8827 FOR. FERNANDES FREITAS  MONTEIRO ;;4922.0;8827
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  8866 FOR. FERNANDES FREITAS  MONTEIRO ;;1512.0;8866
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  8867 FOR. FERNANDES FREITAS  MONTEIRO ;;850.0;8867
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  8925 FOR. FERNANDES FREITAS  MONTEIRO ;;1862.0;8925
15/05/2019;COMPRA DE MERCADORIA CONF. NF.  9049 FOR. FERNANDES FREITAS  MONTEIRO ;;2712.0;9049
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  9098 FOR. FERNANDES FREITAS  MONTEIRO ;;2362.0;9098
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  9151 FOR. FERNANDES FREITAS  MONTEIRO ;;2712.0;9151
01/06/2019;COMPRA DE MERCADORIA CONF. NF.  8996 FOR. FERNANDES FREITAS  MONTEIRO ;;1512.0;8996
07/06/2019;COMPRA DE MERCADORIA CONF. NF.  9234 FOR. FERNANDES FREITAS  MONTEIRO ;;2362.0;9234
12/06/2019;COMPRA DE MERCADORIA CONF. NF.  9291 FOR. FERNANDES FREITAS  MONTEIRO ;;1862.0;9291
26/06/2019;COMPRA DE MERCADORIA CONF. NF.  9388 FOR. FERNANDES FREITAS  MONTEIRO ;;2362.0;9388
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  9342 FOR. FERNANDES FREITAS  MONTEIRO ;;1862.0;9342
19/03/2019;COMPRA DE MERCADORIA CONF. NF.  20512 FOR. ANTONIO CARLOS E DE ASSIS ;;130.0;20512
03/04/2019;COMPRA DE MERCADORIA CONF. NF.  20583 FOR. ANTONIO CARLOS E DE ASSIS ;;65.0;20583
24/01/2019;COMPRA DE MERCADORIA CONF. NF.  22379 FOR. MACARIO INJETADOS E  EMBALAGENS LTDA - ME ;;1530.72;22379
10/05/2019;COMPRA DE MERCADORIA CONF. NF.  22969 FOR. MACARIO INJETADOS E  EMBALAGENS LTDA - ME ;;2730.84;22969
10/01/2019;COMPRA DE MERCADORIA CONF. NF.  101115 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;3542.0;101115
10/01/2019;COMPRA DE MERCADORIA CONF. NF.  101115 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;285.0;101115
10/01/2019;COMPRA DE MERCADORIA CONF. NF.  101162 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;121.0;101162
10/01/2019;COMPRA DE MERCADORIA CONF. NF.  101162 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;465.0;101162
16/01/2019;COMPRA DE MERCADORIA CONF. NF.  101352 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;3703.2;101352
24/01/2019;COMPRA DE MERCADORIA CONF. NF.  101581 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;582.0;101581
26/01/2019;COMPRA DE MERCADORIA CONF. NF.  101724 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;705.0;101724
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  101774 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;949.0;101774
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  102006 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1542.96;102006
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  102006 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;273.6;102006
13/02/2019;COMPRA DE MERCADORIA CONF. NF.  102175 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;606.41;102175
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  102393 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;517.5;102393
27/02/2019;COMPRA DE MERCADORIA CONF. NF.  102596 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1097.55;102596
07/03/2019;COMPRA DE MERCADORIA CONF. NF.  102832 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1406.25;102832
07/03/2019;COMPRA DE MERCADORIA CONF. NF.  102832 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;202.0;102832
08/03/2019;COMPRA DE MERCADORIA CONF. NF.  102835 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1021.6;102835
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  103040 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;972.8;103040
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  103245 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;3031.0;103245
09/04/2019;COMPRA DE MERCADORIA CONF. NF.  103966 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;200.0;103966
26/04/2019;COMPRA DE MERCADORIA CONF. NF.  104329 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;4776.5;104329
02/05/2019;COMPRA DE MERCADORIA CONF. NF.  104571 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;665.66;104571
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  104671 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;580.0;104671
08/05/2019;COMPRA DE MERCADORIA CONF. NF.  104746 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;5816.65;104746
15/05/2019;COMPRA DE MERCADORIA CONF. NF.  104983 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1718.6;104983
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  105548 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1680.0;105548
04/06/2019;COMPRA DE MERCADORIA CONF. NF.  105679 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;559.4;105679
04/06/2019;COMPRA DE MERCADORIA CONF. NF.  105679 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;205.2;105679
06/06/2019;COMPRA DE MERCADORIA CONF. NF.  105777 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;489.25;105777
07/06/2019;COMPRA DE MERCADORIA CONF. NF.  105835 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;410.0;105835
13/06/2019;COMPRA DE MERCADORIA CONF. NF.  105914 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;1259.5;105914
19/06/2019;COMPRA DE MERCADORIA CONF. NF.  106079 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;790.0;106079
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  106253 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;3380.0;106253
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  106253 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;2261.8;106253
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  106255 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;2240.9;106255
27/06/2019;COMPRA DE MERCADORIA CONF. NF.  106255 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;102.6;106255
28/06/2019;COMPRA DE MERCADORIA CONF. NF.  106363 FOR. DISTRIBUIDORA RIO  PIRANHAS LTDA ;;4657.8;106363
02/01/2019;COMPRA DE MERCADORIA CONF. NF.  796417 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;929.85;796417
02/01/2019;COMPRA DE MERCADORIA CONF. NF.  796417 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;2229.5;796417
02/01/2019;COMPRA DE MERCADORIA CONF. NF.  796418 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;2082.15;796418
07/01/2019;COMPRA DE MERCADORIA CONF. NF.  796810 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1299.5;796810
08/01/2019;COMPRA DE MERCADORIA CONF. NF.  797451 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;438.1;797451
08/01/2019;COMPRA DE MERCADORIA CONF. NF.  797451 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;158.95;797451
09/01/2019;COMPRA DE MERCADORIA CONF. NF.  797994 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;2455.58;797994
09/01/2019;COMPRA DE MERCADORIA CONF. NF.  797994 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1671.18;797994
09/01/2019;COMPRA DE MERCADORIA CONF. NF.  797995 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;316.68;797995
11/01/2019;COMPRA DE MERCADORIA CONF. NF.  798245 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;3018.0;798245
11/01/2019;COMPRA DE MERCADORIA CONF. NF.  798879 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;14629.65;798879
11/01/2019;COMPRA DE MERCADORIA CONF. NF.  798879 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;8280.0;798879
18/01/2019;COMPRA DE MERCADORIA CONF. NF.  799803 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1174.77;799803
18/01/2019;COMPRA DE MERCADORIA CONF. NF.  799803 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;345.81;799803
19/01/2019;COMPRA DE MERCADORIA CONF. NF.  800665 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1067.04;800665
24/01/2019;COMPRA DE MERCADORIA CONF. NF.  801494 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;393.4;801494
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  802757 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;807.45;802757
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  802757 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;33.99;802757
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  804435 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;852.0;804435
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  804435 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1677.5;804435
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  804436 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1199.48;804436
05/02/2019;COMPRA DE MERCADORIA CONF. NF.  804436 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;853.6;804436
09/02/2019;COMPRA DE MERCADORIA CONF. NF.  805617 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;516.26;805617
09/02/2019;COMPRA DE MERCADORIA CONF. NF.  805617 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;134.3;805617
13/02/2019;COMPRA DE MERCADORIA CONF. NF.  806396 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;519.9;806396
19/02/2019;COMPRA DE MERCADORIA CONF. NF.  807677 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;311.42;807677
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  808802 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;264.6;808802
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  808802 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;742.05;808802
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  808803 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1516.28;808803
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  808803 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;381.08;808803
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  809183 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;167.45;809183
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  809200 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;3509.7;809200
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  809201 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;594.9;809201
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  809682 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;654.14;809682
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  809682 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;449.65;809682
01/03/2019;COMPRA DE MERCADORIA CONF. NF.  810979 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;4559.2;810979
01/03/2019;COMPRA DE MERCADORIA CONF. NF.  810980 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;8249.5;810980
11/03/2019;COMPRA DE MERCADORIA CONF. NF.  811778 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;2546.5;811778
11/03/2019;COMPRA DE MERCADORIA CONF. NF.  811779 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;472.63;811779
11/03/2019;COMPRA DE MERCADORIA CONF. NF.  811779 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;100.0;811779
11/03/2019;COMPRA DE MERCADORIA CONF. NF.  811780 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1599.31;811780
11/03/2019;COMPRA DE MERCADORIA CONF. NF.  811780 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;401.42;811780
14/03/2019;COMPRA DE MERCADORIA CONF. NF.  812820 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;2219.33;812820
14/03/2019;COMPRA DE MERCADORIA CONF. NF.  812820 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;404.9;812820
14/03/2019;COMPRA DE MERCADORIA CONF. NF.  813249 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;317.5;813249
14/03/2019;COMPRA DE MERCADORIA CONF. NF.  813289 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;24898.5;813289
18/03/2019;COMPRA DE MERCADORIA CONF. NF.  814343 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1350.0;814343
19/03/2019;COMPRA DE MERCADORIA CONF. NF.  814344 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;703.92;814344
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  815090 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;990.69;815090
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  815090 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1548.1;815090
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  815091 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;3536.7;815091
22/03/2019;COMPRA DE MERCADORIA CONF. NF.  815823 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;3900.0;815823
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  815617 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;1708.2;815617
31/03/2019;COMPRA DE MERCADORIA CONF. NF.  817360 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;871.8;817360
31/03/2019;COMPRA DE MERCADORIA CONF. NF.  817360 FOR. FRANCISCO DE SOUSA PIRES  ARMAZEM ;;167.65;817360
